,title,time,src,content,forward,like,comment
66,外交部发言人办公室,2020/9/11 20:13,微博 weibo.com,上合组织应坚决防止世界重回“丛林时代” #跟我看外交##与发言人相约蓝厅# °上合组织应坚决防止世界重回“丛林时代”,13,256,16
67,外交部发言人办公室,2020/9/11 10:28,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-9-10）#跟我看外交##与发言人相约蓝厅#   °【双语】例行记者会/Regular Press Conferenc...,26,158,33
68,外交部发言人办公室,2020/9/10 21:20,微博 weibo.com,美政客抹黑中国渔船公海作业　赵立坚：扰乱视听 挑拨离间 用心险恶　#跟我看外交##与发言人相约蓝厅#  °美政客抹黑中国渔船公海作业　赵立坚：扰乱视...,16,305,30
69,外交部发言人办公室,2020/9/10 21:19,360安全浏览器,【赵立坚：澳方应尊重事实　摒弃虚伪和“双标”】“外交部发言人办公室”消息，在9月10日外交部例行记者会上，有记者问：据《悉尼晨锋报》报道，澳政府高级别消息人士称，澳情报机构对中国记者的“问询”完全符合正常程序，与澳驻华记者“被迫离境”无法相提并论。澳方还称中方采取“人质外交”的极端 ...展开全文c,35,360,32
70,外交部发言人办公室,2020/9/10 21:14,360安全浏览器,"【美方称《人民日报》拒发美驻华大使文章　赵立坚：发表文章是假，设局栽赃是真】“外交部发言人办公室”消息，在9月10日外交部例行记者会上，有记者问：美国国务卿蓬佩奥今天发推特称，中国共产党抱怨美对华缺乏公平和对等,但中国大使可在任何美国媒体自由发表文章，而中国共产党却拒绝在《人民日报》 ...展开全文c",56,499,95
71,外交部发言人办公室,2020/9/10 21:07,微博 weibo.com,中德欧领导人视频会晤将举行　赵立坚：中欧关系大有可为　#跟我看外交##与发言人相约蓝厅# °中德欧领导人视频会晤将举行　赵立坚：中欧关...,13,232,15
72,外交部发言人办公室,2020/9/10 10:51,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-9-9）#跟我看外交##与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,20,157,25
73,外交部发言人办公室,2020/9/9 20:10,360安全浏览器,【王毅将赴俄罗斯出席上海合作组织成员国外长理事会会议并对俄罗斯、哈萨克斯坦、吉尔吉斯斯坦、蒙古国进行访问】“外交部发言人办公室”消息，在9月9日外交部例行记者会上，赵立坚首先宣布：应俄罗斯外长拉夫罗夫、哈萨克斯坦外长特列乌别尔季、吉尔吉斯斯坦外长艾达尔别科夫、蒙古国外长恩赫泰旺邀请 ...展开全文c,24,343,39
74,外交部发言人办公室,2020/9/9 19:51,360安全浏览器,"【澳安全情报人员对中国驻澳媒体记者突击搜查　赵立坚：立即停止野蛮无理行径！】“外交部发言人办公室”消息，在9月9日外交部例行记者会上，有记者问：据报道，今年6月，澳大利亚安全情报人员对3家中国驻澳媒体的4名记者进行了突击搜查，并扣押工作电脑、手机等物品。中方能否证实？对此有何评论？
...展开全文c",25,331,62
75,外交部发言人办公室,2020/9/9 19:48,360安全浏览器,【赵立坚：美方所谓“新闻自由”不过是任意抹黑、打压中国媒体记者的借口】“外交部发言人办公室”消息，在9月9日外交部例行记者会上，有记者问：美国务院发言人奥特加斯8日发推特称，美国务院多年来一直致力于说服中国允许美国记者返华，给予美媒体恢复正常运营的自由，并停止对外国记者进行恐吓和骚 ...展开全文c,32,406,45
76,外交部发言人办公室,2020/9/9 10:53,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-9-8）#跟我看外交##与发言人相约蓝厅#   °【双语】例行记者会/Regular Press Conferenc...,21,154,29
77,外交部发言人办公室,2020/9/8 22:01,微博 weibo.com,美政客诬称中国操纵湄公河水资源　赵立坚：美方破坏澜湄合作早已不是新鲜事 #跟我看外交##与发言人相约蓝厅#   °赵立坚：美方破坏澜湄合作早已不是新鲜事,25,357,41
78,外交部发言人办公室,2020/9/8 21:51,搜狗高速浏览器,【世卫组织称世界可借鉴中国抗疫经验　赵立坚：愿同各国共同打赢全球公共卫生保卫战】“外交部发言人办公室”消息，在9月8日外交部例行记者会上，有记者问：据报道，7日，世卫组织总干事高级顾问艾尔沃德在新闻发布会上表示，中国成功控制住疫情，值得庆贺。他呼吁世界借鉴中国抗疫采取的三大关键措施 ...展开全文c,31,423,评论
79,外交部发言人办公室,2020/9/8 21:49,微博 weibo.com,中方提出《全球数据安全倡议》　赵立坚：将本着开放、包容态度，听取各方有益建议 #跟我看外交##与发言人相约蓝厅#   °赵立坚：将本着开放、包容态度，听取各方有益...,22,273,21
80,外交部发言人办公室,2020/9/8 21:44,微博 weibo.com,赵立坚：应对数据安全挑战，走互信共治之路 #跟我看外交##与发言人相约蓝厅#    °赵立坚：应对数据安全挑战，走互信共治之路,10,226,11
81,外交部发言人办公室,2020/8/31 20:42,微博 weibo.com,赵立坚介绍中国抗疫医疗专家组在几内亚工作情况  #跟我看外交##与发言人相约蓝厅#  °赵立坚介绍中国抗疫医疗专家组在几内亚工作情况,18,353,33
82,外交部发言人办公室,2020/8/31 20:39,搜狗高速浏览器,【蓬佩奥诬称中国漠视环境保护　赵立坚：劝他好好照照镜子】“外交部发言人办公室”消息，在8月31日外交部例行记者会上，有记者问：美国国务卿蓬佩奥29日发推特称，中国共产党的经济有太多是建立在对空气、土地和水质的肆意漠视之上的。中国人民和世界应该得到更好的待遇。中国对全球近30%的塑料污染负 ...展开全文c,188,685,103
83,外交部发言人办公室,2020/8/31 20:36,搜狗高速浏览器,【捷克参议院议长执意访台　赵立坚：必须为其公开挑衅和政治投机付出沉重代价】“外交部发言人办公室”消息，在8月31日外交部例行记者会上，有记者问：捷克参议院议长率领代表团正在台湾“访问”，国务委员兼外交部长王毅回应时表示，中国政府和中国人民决不会听之任之、坐视不管，一定要让其为自己的 ...展开全文c,48,574,158
84,外交部发言人办公室,2020/8/31 20:32,搜狗高速浏览器,【奥布莱恩指责中国政治制度、渲染中国威胁　赵立坚：轮不到美政客指手画脚】“外交部发言人办公室”消息，在8月31日外交部例行记者会上，有记者问：据报道，美国总统国家安全事务助理奥布莱恩8月28日参加美智库大西洋理事会访谈，在中国政治制度、涉台、涉港、南海等问题上指责中国，并鼓吹利用美同盟 ...展开全文c,34,433,63
85,外交部发言人办公室,2020/8/31 20:29,微博 weibo.com,诬称休斯敦总领馆关闭与中国留学生“签证欺诈”有关　赵立坚：美方种种恶行严重破坏中美关系 #跟我看外交##与发言人相约蓝厅# °赵立坚：美方种种恶行严重破坏中美关系,12,282,23
86,外交部发言人办公室,2020/8/31 20:20,搜狗高速浏览器,【美方企图对非美国企业搞经济霸凌和政治操弄　赵立坚：坚决反对政府胁迫交易】“外交部发言人办公室”消息，在8月31日外交部例行记者会上，有记者问：外交部能否证实有关“限制措施”意味着TikTok需要获得相关许可才能和美国公司达成收购协议？中方出台的技术出口新规包括字节跳动用在TikTok平台上的 ...展开全文c,49,337,26
87,外交部发言人办公室,2020/8/29 11:04,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-8-28）#跟我看外交# #与发言人相约蓝厅# °【双语】例行记者会/Regular Press Conferenc...,37,268,67
88,外交部发言人办公室,2020/8/28 19:17,微博视频,【赵立坚：敦促美方客观理性看待中国和中美关系】“外交部发言人办公室”消息，在8月28日外交部例行记者会上，有记者问：美国总统特朗普刚刚在共和党全国代表大会发表了演讲，其中有谈及中国的内容。特朗普称，如果拜登胜选，中国就会“拥有”美国。但如果自己连任，美国将不再依赖中国，美国企业将会 ...展开全文c,49,504,48
89,外交部发言人办公室,2020/8/28 19:13,微博视频,"【美国防部声明称中方威胁南海地区和平安全　赵立坚：毫无根据 毫无道理】“外交部发言人办公室”消息，在8月28日外交部例行记者会上，有记者问：27日，美国国防部发表声明称，中国军方向南海有关海域发射导弹的行为对地区和平安全构成了威胁。中方对此有何评论？
赵立坚：中国军队在南海西沙群岛 ...展开全文c",40,404,51
90,外交部发言人办公室,2020/8/28 19:10,微博 weibo.com,赵立坚介绍RCEP部长级视频会议情况　#跟我看外交##与发言人相约蓝厅# °赵立坚介绍RCEP部长级视频会议情况,14,273,21
91,外交部发言人办公室,2020/8/28 11:00,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-8-27）#跟我看外交# #与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,37,1181,90
92,外交部发言人办公室,2020/8/27 20:05,360安全浏览器,【赵立坚：美方应倾听国内少数族裔的呼声】“外交部发言人办公室”消息，在8月27日外交部例行记者会上，有记者问：据报道，美国威斯康星州基诺沙市黑人男子布莱克遭警方射击引发的抗议示威活动已蔓延至美数地市。基市抗议示威活动已造成至少1人死亡，2人受伤，警方已逮捕11人。威州已宣布进入紧急状态 ...展开全文c,50,1958,126
93,外交部发言人办公室,2020/8/27 20:00,360安全浏览器,【赵立坚：蓬佩奥每一次开口，中国人民就更拥护中国共产党】“外交部发言人办公室”消息，在8月27日外交部例行记者会上，有记者问：25日，美国务卿蓬佩奥在共和党大会上发表视频演讲称，特朗普总统指出了中国共产党的“掠夺和侵略行为”，让中国为掩盖“中国病毒”并使其在全球扩散负责。在正义伸张前 ...展开全文c,104,1292,186
94,外交部发言人办公室,2020/8/27 19:50,360安全浏览器,【赵立坚：美国一些政客的“海盗行为”必将遭到国际社会的反对和抵制】“外交部发言人办公室”消息，在8月27日外交部例行记者会上，有记者问：据报道，26日上海美国商会公布的一项针对在沪美国公司的调查显示，近90%的受访企业认为美国政府对微信实施禁令将对其业务产生负面影响。超过三分之一的受访企 ...展开全文c,28,430,44
95,外交部发言人办公室,2020/8/27 19:46,360安全浏览器,"【美方以“参与南海军事化”为由制裁中企及人员　赵立坚：霸道逻辑 强权政治 】“外交部发言人办公室”消息，在8月27日外交部例行记者会上，有记者问：美国务院、商务部以“参与南海军事化”、“参与南海非法活动”为由宣布对参与南沙岛礁建设的中方企业及人员实施制裁。请问中方有何评论？
赵立坚 ...展开全文c",25,360,43
96,外交部发言人办公室,2020/8/19 20:24,360安全浏览器,【古特雷斯担忧中美关系紧张升级　赵立坚：中美关系遭遇严重困难责任不在中方】“外交部发言人办公室”消息，在8月19日外交部例行记者会上，有记者问：据报道，联合国秘书长古特雷斯18日表示，美国和中国的关系从来没有像今天这样失调，并警告称，两国之间不断升级的紧张关系可能会把世界分裂成两个集 ...展开全文c,56,589,88
97,外交部发言人办公室,2020/8/19 20:21,360安全浏览器,"【中欧班列再添新线路　赵立坚：为“钢铁驼队”点赞】“外交部发言人办公室”消息，在8月19日外交部例行记者会上，有记者问：据报道，8月18日下午，深圳“湾区号”中欧班列首次启航，从深圳出发驶向德国杜伊斯堡。你能否介绍一下疫情背景下中欧班列运行情况？
  　  赵立坚：我也注意到这一好消息。
   ...展开全文c",32,480,33
98,外交部发言人办公室,2020/8/19 19:14,微博 weibo.com,《武器贸易条约》第六次缔约国大会举行　赵立坚：祝贺开启与条约关系新篇章#跟我看外交# #与发言人相约蓝厅#  °赵立坚：祝贺开启与条约关系新篇章,15,288,26
99,外交部发言人办公室,2020/8/19 9:55,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-8-18）#跟我看外交# #与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,38,234,47
100,外交部发言人办公室,2020/8/18 19:17,微博视频,"【商务部对原产于澳大利亚的进口葡萄酒发起反倾销立案调查】“外交部发言人办公室”消息，在8月18日外交部例行记者会上，有记者问：据了解，中国商务部今天发布公告，对原产于澳大利亚的进口相关葡萄酒发起反倾销立案调查。中方对此有何评论？
赵立坚：这是一起正常的反倾销调查立案。经了解，中方 ...展开全文c",36,619,57
101,外交部发言人办公室,2020/8/18 19:11,微博 weibo.com,赵立坚：中阿相互支持 携手抗疫#跟我看外交# #与发言人相约蓝厅#    °赵立坚：中阿相互支持 携手抗疫,17,347,29
102,外交部发言人办公室,2020/8/18 19:08,微博视频,【美进一步打压华为　赵立坚：最大“黑客帝国”戳破了公平竞争的“遮羞布”】“外交部发言人办公室”消息，在8月18日外交部例行记者会上，有记者问：美国商务部宣布了对华为进一步限制措施，企图切断华为通过商业渠道获取芯片的能力，在5月对华为限制措施基础上将华为在21个国家的38家附属公司列入实体 ...展开全文c,113,679,135
103,外交部发言人办公室,2020/8/18 10:41,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-8-17）#跟我看外交##与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,45,234,41
104,外交部发言人办公室,2020/8/17 20:27,微博视频,"【荷兰动物园熊猫宝宝百日啦　赵立坚：期待“小可爱”成为中荷友好“小大使”】“外交部发言人办公室”消息，在8月17日外交部例行记者会上，有记者问：我们注意到，8月14日，荷兰欧维汉兹动物园为5月出生的熊猫幼崽举行了百日庆典暨命名仪式。你能否介绍更多情况？
赵立坚：8月14日，荷兰欧维汉兹 ...展开全文c",49,604,评论
105,外交部发言人办公室,2020/8/17 20:24,微博视频,【加法院将讨论孟晚舟案信息披露问题　赵立坚：支持拿起法律武器维护自身权益】“外交部发言人办公室”消息，在8月17日外交部例行记者会上，有记者问：据了解，加拿大不列颠哥伦比亚省高等法院将于当地时间8月17日就孟晚舟案举行庭审，讨论涉案证据信息披露问题。目前已公开的信息显示，加执法机构在策 ...展开全文c,43,517,58
106,外交部发言人办公室,2020/8/17 20:21,微博视频,【安理会未通过美延长对伊武器禁运决议草案　赵立坚：美国陷入空前孤立】“外交部发言人办公室”消息，在8月17日外交部例行记者会上，有记者问：14日，联合国安理会对美国提交的延长对伊朗武器禁运决议草案进行表决，决议草案未获通过。其中，中国、俄罗斯投了反对票，法国、英国、德国等11个国家投了 ...展开全文c,33,488,52
107,外交部发言人办公室,2020/8/17 20:19,微博视频,"【赵立坚：“国家安全”不过是美“数字炮舰政策”借口】“外交部发言人办公室”消息，在8月17日外交部例行记者会上，有记者问：14日，美国总统特朗普签署行政令，要求字节跳动公司在90天内剥离TikTok在美业务。特朗普称，有可信证据表明该公司可能采取威胁美国家安全的行动。中方对此有何评论？
赵 ...展开全文c",50,469,55
108,外交部发言人办公室,2020/8/15 10:43,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-8-14）#跟我看外交# #与发言人相约蓝厅# °【双语】例行记者会/Regular Press Conferenc...,42,311,53
109,外交部发言人办公室,2020/8/14 22:20,微博 weibo.com,赵立坚：中方乐见有助于缓和中东地区国家紧张关系，促进地区和平稳定 #跟我看外交# #与发言人相约蓝厅# °赵立坚：中方乐见有助于缓和中东地区紧张关系...,26,489,43
110,外交部发言人办公室,2020/8/14 22:08,微博视频,"【非方高度评价中非团结抗疫特别峰会成果落实情况】“外交部发言人办公室”消息，在8月14日外交部例行记者会上，有记者问：我们注意到中非团结抗疫视频研讨会于近期举行。能否介绍研讨会有关情况及中非抗疫合作最新进展？
赵立坚：8月11日，联合国非洲经济委员会和中国驻非盟使团共同举办中非团结 ...展开全文c",32,406,评论
111,外交部发言人办公室,2020/8/5 21:22,360安全浏览器,"【美卫生部长阿扎将访台　汪文斌：任何无视、否定或挑战一个中国原则的企图都将以失败而告终】“外交部发言人办公室”消息，在8月5日外交部例行记者会上，有记者问：美国在台协会5日表示，美卫生与公众服务部部长阿扎将在未来几天内率团访问台湾。请问中方有何回应？
中方坚决反对美台官方往来，这 ...展开全文c",39,505,95
112,外交部发言人办公室,2020/8/5 21:19,微博 weibo.com,欧盟企业希成为中国发展故事一部分　汪文斌：相信包括欧洲在内的各国企业未来将书写更多在华发展成功故事#跟我看外交# #与发言人相约蓝厅#  °汪文斌：相信包括欧洲在内的各国企业未来将书...,15,337,36
113,外交部发言人办公室,2020/8/5 21:18,微博 weibo.com,“澳中关系国家基金会”成员受美国资助　汪文斌：不符合有关基金会成立的宗旨和初衷#跟我看外交# #与发言人相约蓝厅#  °汪文斌：不符合有关基金会成立的宗旨和初衷,17,239,28
114,外交部发言人办公室,2020/8/5 11:50,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-8-4）  #跟我看外交# #与发言人相约蓝厅#    °【双语】例行记者会/Regular Press Conferenc...,36,253,50
115,外交部发言人办公室,2020/8/4 20:42,微博视频,【美境外生物军事化活动引发广泛质疑反对　汪文斌：放眼全球，只有美国满世界建生物实验室】“外交部发言人办公室”消息，在8月4日外交部例行记者会上，有记者问：一段时间以来，美国在其境外的生物军事化活动引发高度关注，质疑和反对的声音此起彼伏。例如近期韩国媒体连续曝光驻韩美军从事违反《禁止 ...展开全文c,108,718,87
116,外交部发言人办公室,2020/8/4 20:31,微博视频,"【汪文斌：中国与各国合作共赢的蛋糕将越做越大】“外交部发言人办公室”消息，在8月4日外交部例行记者会上，有记者问：近期，一些国家的少数政客鼓吹产业链“去中国化”，声称要给企业“搬家费”离开中国。你对此怎么看？
答：新冠肺炎疫情发生以来，中国率先控制住疫情，全面推进复工复产。中国 ...展开全文c",255,1148,142
117,外交部发言人办公室,2020/8/4 20:25,微博视频,【美退出《中导条约》一周年　汪文斌：美在毁约退群道路上越走越远】“外交部发言人办公室”消息，在8月4日外交部例行记者会上，有记者问：俄罗斯外交部3日就《中导条约》失效一周年发表声明称，美方退出该条约是“最严重的错误”。宣布退出《中导条约》后，美方立即采取的方针是尽快完成此前受该条约 ...展开全文c,45,406,37
118,外交部发言人办公室,2020/8/4 20:21,微博 weibo.com,汪文斌：中印团结合作将为世界增添稳定性和正能量 #跟我看外交##与发言人相约蓝厅#    °汪文斌：中印团结合作将为世界增添稳定性和正...,36,450,68
119,外交部发言人办公室,2020/8/4 10:48,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-8-3） #跟我看外交# #与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,33,253,47
120,外交部发言人办公室,2020/8/3 20:24,微博视频,"【美方宣布制裁新疆生产建设兵团及官员　汪文斌：中方坚决反对并予以强烈谴责】“外交部发言人办公室”消息，在8月3日外交部例行记者会上，有记者问：7月31日，美国国务院、财政部宣布对新疆生产建设兵团及2名官员实施制裁，美国务卿蓬佩奥发表声明批评中国治疆政策。中方对此有何评论？
汪文斌： ...展开全文c",106,960,204
121,外交部发言人办公室,2020/8/3 20:23,微博 weibo.com,美政府威胁对中国软件采取措施　汪文斌：暴露了美方的虚伪性和典型双重标准#跟我看外交##与发言人相约蓝厅#  °汪文斌：暴露了美方的虚伪性和典型双重标准,82,1004,214
122,外交部发言人办公室,2020/8/3 20:09,微博视频,【汪文斌：中韩抗疫合作树立国际典范】“外交部发言人办公室”消息，在8月3日外交部例行记者会上，有记者问：我们注意到，在刚刚过去的这个周末，中韩经贸联委会在青岛举行了第24次会议。这应该是疫情发生以来中方与外方首次面对面举行的政府间经贸合作机制会议。中方是否将同韩方开展更多类似面对面的 ...展开全文c,163,731,55
123,外交部发言人办公室,2020/8/3 20:04,微博 weibo.com,汪文斌：香港特区政府推迟立法会选举合情合理合法 #跟我看外交##与发言人相约蓝厅# °汪文斌：香港特区政府推迟立法会选举合情合理...,29,348,28
124,外交部发言人办公室,2020/8/3 19:56,微博视频,"【中方决定香港特区暂停港新《移交逃犯协定》和《刑事司法互助协定》】“外交部发言人办公室”消息，在8月3日外交部例行记者会上，外交部发言人汪文斌宣布：
近日，新西兰以中国制定香港特区维护国家安全法为借口，单方面宣布暂停与香港特区签订的《移交逃犯协定》。新方有关做法将对港司法合作政 ...展开全文c",39,490,57
125,外交部发言人办公室,2020/8/1 11:00,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-7-31） #跟我看外交# #与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,37,328,93
126,外交部发言人办公室,2020/7/23 22:56,360安全浏览器,"【汪文斌：中方将考虑不承认英国国民（海外）护照作为有效旅行证件】“外交部发言人办公室”消息，在7月23日外交部例行记者会上，有记者问：英国政府公布了英国国民（海外）护照（BNO）签证政策的实施细则，并计划于2021年初付诸实施。中方对此有何评论？
汪文斌：英方不顾中方严正交涉，执意在英 ...展开全文c",99,1118,138
127,外交部发言人办公室,2020/7/23 22:49,微博 weibo.com,汪文斌：中法关系达到很高水平　#跟我看外交##与发言人相约蓝厅# °汪文斌：中法关系达到很高水平,25,564,49
128,外交部发言人办公室,2020/7/23 22:43,微博 weibo.com,美方称中国外交官使用虚假身份　汪文斌：完全是在编造理由　#跟我看外交##与发言人相约蓝厅# °美方称中国外交官使用虚假身份　汪文斌：完全...,34,488,60
129,外交部发言人办公室,2020/7/23 22:21,微博 weibo.com,汪文斌：美方两次擅自开拆中方外交邮袋应受谴责　#跟我看外交##与发言人相约蓝厅# °汪文斌：美方两次擅自开拆中方外交邮袋应受谴责,39,512,62
130,外交部发言人办公室,2020/7/23 22:16,360安全浏览器,【汪文斌：美方要求关闭中国驻休斯敦总领馆是在拆中美人民友好的桥梁】“外交部发言人办公室”消息，在7月23日外交部例行记者会上，有记者问：7月22日，美国务卿蓬佩奥等美方高官声称，美方关闭中国驻休斯敦总领馆是针对中方多年来干涉美内政、偷窃美知识产权、开展商业间谍活动的回应，目的是“保护美 ...展开全文c,40,532,74
131,外交部发言人办公室,2020/7/23 11:34,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-7-22）#跟我看外交# #与发言人相约蓝厅# °【双语】例行记者会/Regular Press Conferenc...,41,266,75
132,外交部发言人办公室,2020/7/22 20:38,360安全浏览器,"【蓬佩奥称美英对华正采取更加协调的行动　汪文斌：挑动意识形态对立同时代潮流格格不入】“外交部发言人办公室”消息，在7月22日外交部例行记者会上，有记者问：21日，美国国务卿蓬佩奥赞扬英国对华采取强硬立场，称美英正采取更加协调的行动，以团结一致应对中国共产党带来的威胁。你对此有何评论？
...展开全文c",114,969,167
